ncalls,tottime,percall,cumtime,percall,filename:lineno(function)
14,3.58e-05,3.393854748603352,0.00012150000000000001,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\cbook.py', 229, '_connect_picklable'): (11, 11, 2.8800000000000002e-05, 0.0001016), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backend_bases.py', 2237, 'mpl_connect'): (3, 3, 7.000000000000001e-06, 1.9900000000000003e-05)}",14
88,0.0001731,1.8157134604274985,0.0003143,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\spines.py', 299, 'set_position'): (4, 4, 8.900000000000001e-06, 1.39e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 909, 'get_xaxis_transform'): (36, 36, 7.670000000000001e-05, 0.0001488), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 989, 'get_yaxis_transform'): (48, 48, 8.75e-05, 0.0001655)}",84
4,7.450000000000001e-05,1758.4040268456374,0.1310011,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\artist.py', 54, 'draw_wrapper'): (4, 4, 7.450000000000001e-05, 0.1310011)}",4
3,1.25e-05,5.031999999999999,6.29e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 1701, '__init__'): (2, 2, 7.000000000000001e-06, 1.36e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 1069, '_update_transScale'): (1, 1, 5.500000000000001e-06, 4.9300000000000006e-05)}",3
7,3.76e-05,3.5186170212765964,0.00013230000000000002,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backends\\_backend_tk.py', 753, '_recolor_icon'): (7, 7, 3.76e-05, 0.00013230000000000002)}",7
1,1.4000000000000001e-06,2.714285714285714,3.8e-06,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\figure.py', 2398, '__init__'): (1, 1, 1.4000000000000001e-06, 3.8e-06)}",1
1,3.54e-05,1.8785310734463279,6.65e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\path.py', 804, 'unit_circle'): (1, 1, 3.54e-05, 6.65e-05)}",1
21,2.2400000000000002e-05,2.7410714285714284,6.14e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\PngImagePlugin.py', 702, '_open'): (21, 21, 2.2400000000000002e-05, 6.14e-05)}",21
2,2.9900000000000002e-05,2.8294314381270906,8.460000000000001e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\ticker.py', 2036, 'set_params'): (2, 2, 2.9900000000000002e-05, 8.460000000000001e-05)}",2
2,1.9200000000000003e-05,162.70833333333331,0.003124,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axis.py', 794, '_set_scale'): (2, 2, 1.9200000000000003e-05, 0.003124)}",2
1,6.6e-06,54.909090909090914,0.0003624,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 2328, '_update_line_limits'): (1, 1, 6.6e-06, 0.0003624)}",1
21,1.3500000000000001e-05,1.4000000000000001,1.8900000000000002e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\PngImagePlugin.py', 411, 'chunk_IHDR'): (7, 7, 5.4e-06, 7.4e-06), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\PngImagePlugin.py', 505, 'chunk_pHYs'): (7, 7, 3.5000000000000004e-06, 5.3e-06), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\PngImagePlugin.py', 702, '_open'): (7, 7, 4.6e-06, 6.200000000000001e-06)}",21
197,0.0003422,1.8287551139684395,0.0006258,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\font_manager.py', 1393, '_findfont_cached'): (197, 197, 0.0003422, 0.0006258)}",197
1,7.100000000000001e-06,1.2957746478873238,9.2e-06,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\patches.py', 3875, 'set_boxstyle'): (1, 1, 7.100000000000001e-06, 9.2e-06)}",1
470,0.0017935000000000002,4.333314747700028,0.007771800000000001,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\artist.py', 1201, 'update'): (53, 53, 0.00024200000000000003, 0.0010582), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\artist.py', 1212, '_internal_update'): (417, 417, 0.0015515000000000001, 0.0067136)}",470
8,3.15e-05,5.742857142857143,0.0001809,"{('~', 0, '<built-in method builtins.next>'): (8, 8, 3.15e-05, 0.0001809)}",8
4,4.91e-05,10.890020366598778,0.0005347,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 1254, '__clear'): (2, 2, 2.83e-05, 0.0003037), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 3588, 'set_xlim'): (1, 1, 1.3000000000000001e-05, 0.00015910000000000002), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 3822, 'set_ylim'): (1, 1, 7.8e-06, 7.19e-05)}",4
1,2.4000000000000003e-06,9.5,2.2800000000000002e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\legend.py', 354, '__init__'): (1, 1, 2.4000000000000003e-06, 2.2800000000000002e-05)}",1
6,2.01e-05,198.06467661691545,0.0039811000000000004,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 3157, 'grid'): (6, 6, 2.01e-05, 0.0039811000000000004)}",6
975,0.0016865,58.51455677438482,0.0986848,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backend_bases.py', 2970, 'mouse_move'): (975, 975, 0.0016865, 0.0986848)}",975
16,5.7300000000000004e-05,27.80279232111693,0.0015931,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 2300, 'add_line'): (1, 1, 8.6e-06, 0.00010250000000000001), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axis.py', 1108, 'set_clip_path'): (2, 2, 9.7e-06, 0.0001564), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axis.py', 237, 'set_clip_path'): (12, 12, 3.62e-05, 0.0013275000000000001), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\legend_handler.py', 86, 'update_prop'): (1, 1, 2.8000000000000003e-06, 6.7e-06)}",16
76,0.000248,2.0568548387096772,0.0005101,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\lines.py', 1336, 'update_from'): (46, 46, 0.0001273, 0.0002742), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 342, 'update_from'): (30, 30, 0.0001207, 0.00023590000000000001)}",76
3439,0.0051767,11.209515714644466,0.058028300000000005,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\ticker.py', 628, 'format_data_short'): (2572, 2572, 0.0034352000000000002, 0.0427886), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 915, 'get_window_extent'): (102, 102, 0.0001711, 0.0016307000000000001), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 734, 'draw'): (51, 51, 9.470000000000001e-05, 0.0007683000000000001), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 1106, 'get_points'): (9, 9, 1.59e-05, 0.0001977), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 463, 'transformed'): (48, 48, 8.42e-05, 0.0006730000000000001), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backend_bases.py', 1391, '_set_inaxes'): (645, 645, 0.0013486000000000001, 0.011758300000000001), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 239, '_get_xy_display'): (12, 12, 2.7000000000000002e-05, 0.00021170000000000002)}",3439
981,0.0034706000000000003,40.97429839220884,0.1422054,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backend_bases.py', 1580, '_mouse_handler'): (2, 2, 6.6e-06, 0.0002045), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backend_bases.py', 1461, '__init__'): (975, 975, 0.0034341000000000003, 0.1412239), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backends\\_backend_tk.py', 302, 'enter_notify_event'): (2, 2, 1.97e-05, 0.00046960000000000003), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backends\\_backend_tk.py', 308, 'leave_notify_event'): (2, 2, 1.02e-05, 0.00030740000000000005)}",981
3,6.220000000000001e-05,4.209003215434083,0.0002618,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\figure.py', 2761, '_set_dpi'): (1, 1, 1.27e-05, 2.9900000000000002e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backends\\_backend_tk.py', 251, 'resize'): (2, 2, 4.9500000000000004e-05, 0.00023190000000000003)}",3
1,1.2100000000000001e-05,1082.5041322314048,0.0130983,"{('c:\\Users\\tiger\\Documents\\GitHub\\grtk\\bin\\data_plot_new.py', 45, '_figure_initialization'): (1, 1, 1.2100000000000001e-05, 0.0130983)}",1
55,0.000295,8.52542372881356,0.0025150000000000003,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axis.py', 882, 'clear'): (4, 4, 2.3100000000000002e-05, 0.000191), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 104, '__init__'): (51, 51, 0.0002719, 0.002324)}",55
1063,0.0003507,2.146278870829769,0.0007527,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 239, '__array__'): (53, 53, 5.55e-05, 0.00030000000000000003), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 350, 'width'): (1, 1, 4.0000000000000003e-07, 4.0000000000000003e-07), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 356, 'height'): (979, 979, 0.00022, 0.00022), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 362, 'size'): (4, 4, 2.3e-06, 2.3e-06), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 317, 'ymax'): (16, 16, 1.8200000000000002e-05, 4.94e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 327, 'max'): (4, 4, 3.9500000000000005e-05, 0.00013130000000000002), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 368, 'bounds'): (6, 6, 1.48e-05, 4.9300000000000006e-05)}",1063
156,0.0005795,1.8238136324417602,0.0010569000000000002,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\legend.py', 354, '__init__'): (1, 1, 1.01e-05, 1.5700000000000002e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\lines.py', 287, '__init__'): (65, 65, 0.00019270000000000002, 0.00037820000000000003), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\figure.py', 186, '__init__'): (1, 1, 2.16e-05, 3.3600000000000004e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axis.py', 647, '__init__'): (2, 2, 1.15e-05, 1.77e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\patches.py', 48, '__init__'): (7, 7, 3.85e-05, 6.0700000000000005e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axis.py', 65, '__init__'): (21, 21, 0.00010350000000000001, 0.00018010000000000001), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axes\\_base.py', 569, '__init__'): (1, 1, 6.900000000000001e-06, 9.800000000000001e-06), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 104, '__init__'): (51, 51, 0.00015780000000000001, 0.0002902), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\offsetbox.py', 217, '__init__'): (7, 7, 3.69e-05, 7.09e-05)}",156
6,3.61e-05,2.0249307479224377,7.31e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\colors.py', 268, 'to_rgba'): (6, 6, 3.61e-05, 7.31e-05)}",6
8,4.5900000000000004e-05,6.468409586056644,0.0002969,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\patches.py', 600, 'get_window_extent'): (8, 8, 4.5900000000000004e-05, 0.0002969)}",8
35,7.120000000000001e-05,11.601123595505618,0.000826,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\Image.py', 2071, 'resize'): (28, 28, 4.97e-05, 0.00021620000000000002), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backends\\_backend_tk.py', 727, '_set_image_for_button'): (7, 7, 2.15e-05, 0.0006098000000000001)}",35
24,0.000436,2.689908256880734,0.0011728,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\ticker.py', 699, 'set_locs'): (24, 24, 0.000436, 0.0011728)}",24
2800,0.0009232000000000001,3.054376083188908,0.0028198000000000003,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\_api\\deprecation.py', 289, 'wrapper'): (2800, 2800, 0.0009232000000000001, 0.0028198000000000003)}",2800
24,0.0001588,3.334382871536524,0.0005295,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\ticker.py', 699, 'set_locs'): (24, 24, 0.0001588, 0.0005295)}",24
138,0.00023190000000000003,5.315653298835705,0.0012327,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\lines.py', 666, 'recache'): (124, 124, 0.0001889, 0.0010592000000000002), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\path.py', 816, 'circle'): (1, 1, 8.900000000000001e-06, 2.1400000000000002e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\spines.py', 432, 'linear_spine'): (4, 4, 8.7e-06, 4.52e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\path.py', 734, 'unit_rectangle'): (1, 1, 1.39e-05, 3.3900000000000004e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 1800, 'transform_path_affine'): (8, 8, 1.15e-05, 7.3e-05)}",138
7,7.82e-05,5.2225063938618925,0.0004084,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\ImageFile.py', 88, '__init__'): (7, 7, 7.82e-05, 0.0004084)}",7
28,9.130000000000001e-05,7.814895947426067,0.0007135,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\Image.py', 2071, 'resize'): (14, 14, 3.04e-05, 0.00042490000000000003), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backends\\_backend_tk.py', 727, '_set_image_for_button'): (14, 14, 6.09e-05, 0.0007135)}",14
7,1.45e-05,2.882758620689655,4.18e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\ImageFile.py', 155, 'load'): (7, 7, 1.45e-05, 4.18e-05)}",7
975,0.0005191,1.0,0.0005191,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backend_bases.py', 2970, 'mouse_move'): (975, 975, 0.0005191, 0.0005191)}",975
7,5.02e-05,86.4581673306773,0.004340200000000001,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backends\\_backend_tk.py', 727, '_set_image_for_button'): (7, 7, 5.02e-05, 0.004340200000000001)}",7
1,2.9e-06,2.103448275862069,6.1e-06,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\legend.py', 354, '__init__'): (1, 1, 2.9e-06, 6.1e-06)}",1
1004,0.0055671,9.160532413644447,0.050997600000000004,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\patches.py', 259, 'get_transform'): (1004, 1004, 0.0055671, 0.050997600000000004)}",1004
14,0.000136,4.0132352941176475,0.0005458,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\Image.py', 1170, 'copy'): (7, 7, 4.000000000000001e-06, 7.9e-06), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\PIL\\Image.py', 863, 'convert'): (7, 7, 0.000132, 0.0005379)}",14
1,1.6100000000000002e-05,5.658385093167702,9.11e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backends\\_backend_tk.py', 601, '__init__'): (1, 1, 1.6100000000000002e-05, 9.11e-05)}",1
56,0.00033570000000000003,2.126601131963062,0.0007139000000000001,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\ticker.py', 2144, 'tick_values'): (48, 48, 0.00030040000000000004, 0.0005731), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\ticker.py', 1633, 'nonsingular'): (6, 6, 2.9400000000000003e-05, 0.00012900000000000002), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\ticker.py', 2161, 'view_limits'): (2, 2, 5.9e-06, 1.18e-05)}",56
2851,0.0034647000000000002,7.764019972869224,0.0269,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 1509, 'transform_affine'): (2572, 2572, 0.0033929000000000003, 0.026622600000000003), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 1602, 'transform_path_affine'): (8, 8, 1.5e-06, 1.5e-06), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 2786, 'get_affine'): (102, 102, 1.8500000000000002e-05, 1.8500000000000002e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 2431, 'get_affine'): (153, 153, 4.88e-05, 0.0002544), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\patches.py', 579, 'draw'): (16, 16, 3e-06, 3e-06)}",2851
155,0.00029390000000000004,1.4447090847226947,0.0004246,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\legend.py', 354, '__init__'): (1, 1, 4.0000000000000003e-07, 1.1e-06), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\font_manager.py', 595, '__init__'): (104, 104, 0.00017490000000000002, 0.00025550000000000003), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 1095, 'set_fontsize'): (50, 50, 0.00011860000000000001, 0.00016800000000000002)}",155
52,2.7700000000000002e-05,1.8447653429602888,5.11e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\lines.py', 738, 'draw'): (52, 52, 2.7700000000000002e-05, 5.11e-05)}",52
1965,0.0019271000000000002,2.6403404078667427,0.0050882,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\transforms.py', 2498, 'composite_transform_factory'): (1965, 1965, 0.0019271000000000002, 0.0050882)}",1965
1,1.7e-06,2.588235294117647,4.4e-06,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\figure.py', 658, 'add_subplot'): (1, 1, 1.7e-06, 4.4e-06)}",1
2105,0.0028865,1.3341416940931925,0.0038510000000000003,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\lines.py', 738, 'draw'): (52, 52, 0.00011480000000000001, 0.0002032), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\patches.py', 746, 'get_patch_transform'): (2008, 2008, 0.0026856000000000002, 0.0035015000000000003), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\markers.py', 520, '_set_circle'): (1, 1, 4.1000000000000006e-06, 6.1e-06), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\figure.py', 2398, '__init__'): (1, 1, 5.500000000000001e-06, 1.01e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\figure.py', 2761, '_set_dpi'): (1, 1, 3.2000000000000003e-06, 3.9e-06), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\markers.py', 765, '_set_tickleft'): (12, 12, 2.61e-05, 4.36e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\markers.py', 771, '_set_tickright'): (12, 12, 1.4400000000000001e-05, 2.6600000000000003e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\markers.py', 779, '_set_tickup'): (9, 9, 1.15e-05, 2.11e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\markers.py', 785, '_set_tickdown'): (9, 9, 2.1300000000000003e-05, 3.49e-05)}",2105
65,0.00016030000000000002,2.075483468496569,0.0003327,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\lines.py', 287, '__init__'): (65, 65, 0.00016030000000000002, 0.0003327)}",65
72,5.17e-05,1.3288201160541586,6.87e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\lines.py', 1138, 'set_linestyle'): (65, 65, 4.52e-05, 6.0400000000000004e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\patches.py', 396, 'set_linestyle'): (7, 7, 6.5000000000000004e-06, 8.3e-06)}",72
220,0.0001294,1.3384853168469861,0.0001732,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 734, 'draw'): (59, 59, 3.5900000000000005e-05, 4.66e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 358, '_get_layout'): (161, 161, 9.350000000000001e-05, 0.00012660000000000001)}",220
4,4.74e-05,9.462025316455696,0.0004485,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\figure.py', 3134, 'draw'): (4, 4, 4.74e-05, 0.0004485)}",4
2,1.91e-05,1.2879581151832462,2.46e-05,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\figure.py', 2398, '__init__'): (1, 1, 1.08e-05, 1.3300000000000001e-05), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\backends\\_backend_tk.py', 169, '__init__'): (1, 1, 8.3e-06, 1.13e-05)}",2
53,0.0001162,13.759036144578314,0.0015988,"{('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\text.py', 104, '__init__'): (51, 51, 0.00011240000000000001, 0.0015512000000000002), ('C:\\Users\\tiger\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\axis.py', 1799, 'set_label_text'): (2, 2, 3.8e-06, 4.7600000000000005e-05)}",53
